stay_id,stay_added,start_date,end_date,duration,pet_total,service_type,owner_id,sitter_id,new_to_rover,booking_total_usd,postal_code
313551,2015-10-01 22:16:30,2015-10-01,2015-10-06,5,1,overnight-boarding,632970,495582,0,120,33460
314108,2015-10-01 22:17:20,2015-10-08,2015-10-08,1,1,overnight-boarding,407109,873838,0,18,53149
311933,2015-10-01 22:17:26,2015-10-02,2015-10-08,6,1,overnight-boarding,676534,598829,0,156,78613
314072,2015-10-01 22:18:19,2015-10-02,2015-10-07,5,1,overnight-boarding,634134,2524,0,125,46032
314086,2015-10-01 22:18:41,2015-10-17,2015-10-18,1,1,overnight-boarding,496253,68550,0,0,98406
313047,2015-10-01 22:20:51,2015-10-08,2015-10-14,6,1,overnight-boarding,574491,932258,1,192,94804
313247,2015-10-01 22:21:55,2015-10-02,2015-10-17,15,2,overnight-boarding,1039710,408743,1,800,48071
312809,2015-10-01 22:22:11,2015-10-06,2015-10-09,3,2,overnight-boarding,990480,428129,0,0,55446
458904,2015-10-01 22:23:43,2015-10-03,2015-10-04,1,1,overnight-traveling,741811,1032078,1,35,20001
459086,2015-10-01 22:23:49,2015-10-03,2015-10-04,1,2,overnight-traveling,1034404,911165,1,37.8,34715
313778,2015-10-01 22:24:29,2015-10-02,2015-10-04,2,2,overnight-boarding,1048488,826654,1,105,28562
313122,2015-10-01 22:25:23,2015-10-22,2015-10-29,7,1,overnight-boarding,1044911,98122,1,175,4101
310161,2015-10-01 22:26:25,2015-10-09,2015-10-11,2,1,overnight-boarding,279044,344584,0,60,98144
310553,2015-10-01 22:26:55,2015-10-09,2015-10-11,2,1,overnight-boarding,548690,210989,0,50,80005
313659,2015-10-01 22:27:29,2015-10-09,2015-10-11,2,2,overnight-boarding,681414,895771,0,68,78255
458766,2015-10-01 22:28:31,2015-10-03,2015-10-04,1,2,overnight-traveling,973027,972413,0,58,37917
313527,2015-10-01 22:28:47,2015-10-06,2015-10-10,4,1,overnight-boarding,1048089,710764,1,105,55116
459089,2015-10-01 22:29:12,2015-10-22,2015-10-23,1,1,overnight-traveling,1045511,984393,0,26.25,77023
314118,2015-10-01 22:30:08,2015-10-08,2015-10-20,12,1,overnight-boarding,1048749,850166,1,120,27597
313117,2015-10-01 22:32:31,2015-11-15,2015-11-21,6,1,overnight-boarding,436936,830130,0,150,20744
314101,2015-10-01 22:32:48,2015-10-02,2015-10-04,2,1,overnight-boarding,941262,796532,0,60,29715
314119,2015-10-01 22:33:07,2015-10-16,2015-10-18,2,2,overnight-boarding,438196,430897,0,50,94553
314128,2015-10-01 22:33:27,2015-10-16,2015-10-18,2,1,overnight-boarding,436936,830130,0,50,20744
314125,2015-10-01 22:34:20,2015-10-05,2015-10-11,6,1,overnight-boarding,502578,517788,0,222,94618
313763,2015-10-01 22:35:24,2015-10-19,2015-10-21,2,2,overnight-boarding,514151,985004,0,50,23230
311845,2015-10-01 22:35:29,2015-10-01,2015-10-03,2,2,overnight-boarding,888898,39028,0,140,98368
313672,2015-10-01 22:35:59,2015-10-27,2015-10-31,4,1,overnight-boarding,293444,182727,0,100,79912
314079,2015-10-01 22:36:42,2015-11-25,2015-11-29,4,1,overnight-boarding,529840,55070,0,140,97218
312028,2015-10-01 22:37:19,2015-10-04,2015-10-11,7,1,overnight-boarding,866420,583186,0,210,11215
313836,2015-10-01 22:38:44,2015-10-01,2015-10-03,2,1,overnight-boarding,1048610,874828,1,37.8,93065
459070,2015-10-01 22:41:37,2015-10-15,2015-10-16,1,1,overnight-traveling,555419,537692,0,30,77532
289934,2015-10-01 22:41:44,2015-10-08,2015-10-11,3,2,overnight-boarding,664819,934485,0,105,95816
453032,2015-10-01 22:41:47,2015-10-28,2015-11-04,7,2,overnight-traveling,1003150,867115,1,330,80304
459037,2015-10-01 22:41:49,2015-10-08,2015-10-08,1,1,overnight-traveling,1043150,582014,0,15.75,55422
314115,2015-10-01 22:42:22,2015-10-04,2015-10-16,12,1,overnight-boarding,549384,103323,0,240,97430
312690,2015-10-01 22:43:28,2015-10-02,2015-10-05,3,1,overnight-boarding,1044481,763004,1,75,33511
313450,2015-10-01 22:43:42,2015-10-02,2015-10-04,2,1,overnight-boarding,1025404,872521,1,40,85713
304264,2015-10-01 22:44:47,2015-10-06,2015-10-12,6,1,overnight-boarding,843725,296097,0,156,78759
311234,2015-10-01 22:44:47,2015-10-16,2015-10-23,7,1,overnight-boarding,995781,631794,1,315,98103
313181,2015-10-01 22:45:02,2015-10-03,2015-10-04,1,1,overnight-boarding,1047332,632965,1,31.99,10014
313101,2015-10-01 22:47:15,2015-10-03,2015-10-04,1,1,overnight-boarding,810298,609039,0,25,33322
458787,2015-10-01 22:47:59,2015-09-30,2015-09-30,1,1,overnight-traveling,404570,275356,0,30,95864
313783,2015-10-01 22:48:54,2015-10-03,2015-10-04,1,1,overnight-boarding,619057,417008,0,45,95136
459090,2015-10-01 22:49:18,2015-10-03,2015-10-03,1,1,overnight-traveling,1049134,773768,1,29.4,22201
314141,2015-10-01 22:50:17,2015-10-11,2015-10-19,8,2,overnight-boarding,1001508,308370,0,360,98116
314114,2015-10-01 22:53:17,2015-10-02,2015-10-04,2,1,overnight-boarding,848808,940891,0,56,94043
314081,2015-10-01 22:53:23,2015-10-02,2015-10-04,2,1,overnight-boarding,1049054,281991,1,100,94024
314144,2015-10-01 22:53:33,2015-10-01,2015-10-02,1,1,overnight-boarding,363782,42378,0,35,60046
458246,2015-10-01 22:54:46,2015-10-15,2015-10-16,1,1,overnight-traveling,1041491,221351,1,78.75,92603
314142,2015-10-01 22:55:24,2015-10-02,2015-10-05,3,2,overnight-boarding,1049163,594253,1,63,2915
314139,2015-10-01 22:58:20,2015-10-02,2015-10-04,2,1,overnight-boarding,1034760,776802,0,64,32935
303603,2015-10-01 22:59:22,2015-10-18,2015-10-26,8,1,overnight-boarding,1028817,641117,1,0,77627
314147,2015-10-01 22:59:48,2015-10-07,2015-10-09,2,1,overnight-boarding,473669,530844,0,50,98405
458977,2015-10-01 23:01:42,2015-10-03,2015-10-06,3,1,overnight-traveling,133231,729859,0,90,94124
458274,2015-10-01 23:02:55,2015-10-02,2015-10-04,2,1,overnight-traveling,543880,679347,0,64,75225
458891,2015-10-01 23:03:08,2015-10-03,2015-10-03,1,1,overnight-traveling,1047673,177353,1,45,11222
314138,2015-10-01 23:04:00,2015-10-04,2015-10-09,5,1,overnight-boarding,650524,1027370,0,125,37912
310797,2015-10-01 23:04:12,2015-10-18,2015-10-19,1,2,overnight-boarding,135078,1853,0,45,80202
284077,2015-10-01 23:04:43,2015-10-29,2015-11-05,7,2,overnight-boarding,135078,1853,0,315,80202
312184,2015-10-01 23:04:59,2015-10-02,2015-10-04,2,1,overnight-boarding,1045698,933824,1,31.5,84095
313939,2015-10-01 23:06:18,2015-10-11,2015-10-17,6,1,overnight-boarding,764369,363409,0,210,95127
313784,2015-10-01 23:06:27,2015-10-05,2015-10-05,1,1,overnight-boarding,1047861,947777,1,20,80206
311945,2015-10-01 23:06:30,2015-09-30,2015-09-30,1,1,overnight-boarding,754785,178058,0,15,98004
314089,2015-10-01 23:06:56,2015-10-02,2015-10-02,1,1,overnight-boarding,754785,178058,0,15,98004
304129,2015-10-01 23:07:15,2015-10-04,2015-10-04,1,1,overnight-boarding,396867,147980,0,25,98115
459096,2015-10-01 23:07:23,2015-10-02,2015-10-03,1,2,overnight-traveling,191351,118673,0,17,44107
306289,2015-10-01 23:07:36,2015-10-10,2015-10-16,6,2,overnight-boarding,990083,517641,0,300,92563
459084,2015-10-01 23:07:48,2015-11-19,2015-11-20,1,1,overnight-traveling,824297,785943,0,0,6492
314038,2015-10-01 23:08:59,2015-10-02,2015-10-03,1,1,overnight-boarding,739141,1009421,0,30,60613
307217,2015-10-01 23:09:10,2015-10-16,2015-10-25,9,1,overnight-boarding,845279,897741,0,162,78717
311340,2015-10-01 23:09:40,2015-10-02,2015-10-04,2,1,overnight-boarding,917867,715000,1,60,43062
311500,2015-10-01 23:09:53,2015-10-14,2015-10-20,6,1,overnight-boarding,384868,676992,0,150,33706
314100,2015-10-01 23:10:04,2015-10-27,2015-11-02,6,1,overnight-boarding,999699,834683,0,180,22015
313905,2015-10-01 23:10:50,2015-10-21,2015-10-26,5,1,overnight-boarding,765278,844741,0,0,45209
459094,2015-10-01 23:13:19,2015-10-06,2015-10-07,1,1,overnight-traveling,1049179,1042489,1,17.5,22407
314160,2015-10-01 23:13:29,2015-10-06,2015-10-07,1,2,overnight-boarding,736530,629681,0,40,8831
307840,2015-10-01 23:14:00,2015-10-09,2015-10-11,2,1,overnight-boarding,728336,650439,0,40,85712
309585,2015-10-01 23:15:43,2015-10-04,2015-10-11,7,2,overnight-boarding,594988,476434,0,392,92122
293746,2015-10-01 23:15:44,2015-10-08,2015-10-13,5,1,overnight-boarding,999210,813676,1,100,33351
307567,2015-10-01 23:15:49,2015-10-02,2015-10-04,2,3,overnight-boarding,1036582,804414,1,189,48197
314083,2015-10-01 23:16:48,2015-10-09,2015-10-12,3,2,overnight-boarding,1049056,444981,1,173.25,3079
458894,2015-10-01 23:17:42,2015-10-02,2015-10-02,1,2,overnight-traveling,740983,740585,0,15,33772
314122,2015-10-01 23:17:52,2015-11-25,2015-11-25,1,1,overnight-boarding,266441,151611,0,25,98103
312452,2015-10-01 23:18:13,2015-10-07,2015-10-09,2,2,overnight-boarding,785292,340270,0,70,32257
314120,2015-10-01 23:19:47,2015-10-02,2015-10-04,2,1,overnight-boarding,678031,760311,0,80,98034
459097,2015-10-01 23:19:55,2015-10-03,2015-10-04,1,1,overnight-traveling,1041626,282581,1,31.5,43223
314161,2015-10-01 23:20:22,2015-10-02,2015-10-04,2,1,overnight-boarding,1023852,575169,0,79.8,60618
313794,2015-10-01 23:22:49,2015-10-16,2015-10-19,3,1,overnight-boarding,9819,403839,0,75,28216
305622,2015-10-01 23:23:55,2015-10-02,2015-10-04,2,1,overnight-boarding,876788,676992,0,50,33706
310483,2015-10-01 23:24:56,2015-10-16,2015-10-18,2,2,overnight-boarding,1042118,563586,1,117.6,78745
303304,2015-10-01 23:24:58,2015-10-14,2015-10-16,2,1,overnight-boarding,1028344,650439,1,0,85712
456587,2015-10-01 23:25:11,2015-10-28,2015-11-15,18,1,overnight-traveling,1030236,665830,1,0,97301
306387,2015-10-01 23:26:36,2015-10-16,2015-10-23,7,2,overnight-boarding,1034087,43972,1,259,99517
308616,2015-10-01 23:28:11,2015-10-02,2015-10-06,4,1,overnight-boarding,1038684,523534,1,105,21224
458971,2015-10-01 23:29:06,2015-11-13,2015-11-15,2,1,overnight-traveling,708772,683092,0,75,95014
314158,2015-10-01 23:30:15,2015-10-04,2015-10-07,3,1,overnight-boarding,649702,574856,0,105,61614
312424,2015-10-01 23:30:47,2015-10-03,2015-10-04,1,1,overnight-boarding,1046163,376125,1,42,43220
457021,2015-10-01 23:31:52,2015-10-09,2015-10-11,2,1,overnight-traveling,1006741,701022,0,90,65203
308349,2015-10-01 23:32:17,2015-10-05,2015-10-12,7,1,overnight-boarding,1038178,839910,1,117.6,32738
303609,2015-10-01 23:32:57,2015-11-08,2015-11-13,5,1,overnight-boarding,1028865,555000,1,125,33897
314107,2015-10-01 23:34:31,2015-10-02,2015-10-02,1,1,overnight-boarding,1048227,601724,1,18,10022
457859,2015-10-01 23:36:08,2015-10-02,2015-10-04,2,2,overnight-traveling,1039842,432616,1,79.8,95831
314165,2015-10-01 23:36:53,2015-10-03,2015-10-04,1,1,overnight-boarding,491463,410332,0,35,95050
314021,2015-10-01 23:38:50,2015-10-07,2015-10-13,6,1,overnight-boarding,1046935,296097,1,163.8,78759
457738,2015-10-01 23:39:01,2015-11-04,2015-11-14,10,3,overnight-traveling,1027419,759370,1,190,45244
310153,2015-10-01 23:39:40,2015-10-15,2015-10-26,11,1,overnight-boarding,418149,294453,0,330,92107
458838,2015-10-01 23:41:49,2015-10-07,2015-10-08,1,1,overnight-traveling,467862,195869,0,35,32809
313234,2015-10-01 23:41:54,2015-10-02,2015-10-04,2,1,overnight-boarding,1047331,629406,1,73.5,59644
313557,2015-10-01 23:42:04,2015-10-08,2015-10-12,4,1,overnight-boarding,1005562,695529,0,132,21218
314159,2015-10-01 23:43:48,2015-10-02,2015-10-04,2,1,overnight-boarding,1049191,975509,1,50.4,75042
311195,2015-10-01 23:44:03,2015-10-07,2015-10-11,4,1,overnight-boarding,1043570,520247,1,300,95630
313886,2015-10-01 23:44:24,2015-10-08,2015-10-09,1,1,overnight-boarding,517921,511386,0,25,27707
309967,2015-10-01 23:44:33,2015-10-08,2015-10-12,4,2,overnight-boarding,1041022,695282,1,189,33896
313399,2015-10-01 23:45:18,2015-10-04,2015-10-07,3,1,overnight-boarding,1002312,591858,0,150,97128
313815,2015-10-01 23:45:26,2015-10-09,2015-10-12,3,1,overnight-boarding,717763,611193,0,75,27604
314169,2015-10-01 23:45:55,2015-10-02,2015-10-04,2,1,overnight-boarding,1049211,246110,1,26.25,98584
459098,2015-10-01 23:46:00,2015-10-06,2015-10-06,1,2,overnight-traveling,275227,640838,0,30,60133
459099,2015-10-01 23:46:22,2015-10-08,2015-10-08,1,2,overnight-traveling,275227,640838,0,30,60133
458885,2015-10-01 23:46:29,2015-10-16,2015-10-18,2,2,overnight-traveling,647892,627844,0,112,37217
314182,2015-10-01 23:47:30,2015-10-03,2015-10-04,1,1,overnight-boarding,352904,676922,0,30,92648
459069,2015-10-01 23:47:42,2015-11-24,2015-11-28,4,1,overnight-traveling,976790,993760,1,0,80501
313148,2015-10-01 23:48:05,2015-11-11,2015-11-15,4,1,overnight-boarding,176001,406795,1,100,60647
311035,2015-10-01 23:48:36,2015-12-24,2016-01-04,11,2,overnight-boarding,648518,526217,0,990,75023
312782,2015-10-01 23:48:39,2015-10-09,2015-10-11,2,1,overnight-boarding,792474,665115,0,50,8234
314189,2015-10-01 23:48:58,2015-10-02,2015-10-04,2,1,overnight-boarding,147385,223443,0,44,94533
458823,2015-10-01 23:49:13,2015-10-08,2015-10-12,4,1,overnight-traveling,487005,824382,0,100,22304
310680,2015-10-01 23:50:27,2015-10-06,2015-10-15,9,2,overnight-boarding,1042466,961032,1,450,60564
311210,2015-10-01 23:51:25,2015-10-02,2015-10-05,3,1,overnight-boarding,705711,342513,0,75,80204
459059,2015-10-01 23:52:28,2015-10-08,2015-10-09,1,1,overnight-traveling,1029255,573108,0,21,76111
314198,2015-10-01 23:52:56,2015-11-25,2015-11-29,4,1,overnight-boarding,176001,406795,0,0,60647
305858,2015-10-01 23:53:26,2015-10-21,2015-10-26,5,1,overnight-boarding,984812,843170,0,125,95691
314173,2015-10-01 23:53:41,2015-10-02,2015-10-03,1,1,overnight-boarding,1049200,567646,1,33,43212
313308,2015-10-01 23:54:17,2015-10-03,2015-10-04,1,1,overnight-boarding,222287,344738,0,30,98368
314197,2015-10-01 23:55:42,2015-10-02,2015-10-02,1,1,overnight-boarding,1034925,568418,0,31.5,98226
310930,2015-10-01 23:56:35,2015-12-01,2015-12-09,8,1,overnight-boarding,967435,887288,1,280,14222
313263,2015-10-01 23:58:03,2015-10-13,2015-10-14,1,2,overnight-boarding,814117,287472,0,47,89110
314150,2015-10-01 23:58:41,2015-10-02,2015-10-02,1,1,overnight-boarding,796403,687643,0,10,75214
312762,2015-10-01 23:58:43,2015-10-02,2015-10-07,5,1,overnight-boarding,467614,793405,0,140,53711
313550,2015-10-01 23:59:08,2015-10-16,2015-10-18,2,3,overnight-boarding,159564,106683,0,0,33701
312198,2015-10-02 0:01:26,2015-10-04,2015-10-08,4,1,overnight-boarding,1045682,897233,1,0,75230
459114,2015-10-02 0:01:37,2015-10-05,2015-10-09,4,1,overnight-traveling,954273,768002,0,55,93292
314156,2015-10-02 0:02:27,2015-10-29,2015-11-01,3,1,overnight-boarding,490488,513061,0,90,32686
310823,2015-10-02 0:02:38,2015-10-03,2015-10-12,9,1,overnight-boarding,1024982,587884,1,225,30082
313814,2015-10-02 0:03:02,2015-10-02,2015-10-05,3,1,overnight-boarding,1048573,1024446,1,81.9,85142
458867,2015-10-02 0:03:04,2015-10-02,2015-10-04,2,1,overnight-traveling,1047546,887687,1,40,97210
312673,2015-10-02 0:03:11,2015-10-02,2015-10-05,3,1,overnight-boarding,1044174,795919,1,75.6,89108
313614,2015-10-02 0:03:12,2015-10-14,2015-10-20,6,1,overnight-boarding,1048234,726751,1,189,11209
313798,2015-10-02 0:04:10,2015-10-02,2015-10-06,4,2,overnight-boarding,1003592,676204,0,0,75214
311102,2015-10-02 0:04:34,2015-10-09,2015-10-11,2,2,overnight-boarding,502004,291966,0,80,30081
308825,2015-10-02 0:05:05,2015-10-14,2015-10-19,5,1,overnight-boarding,987011,680112,1,160,45202
314070,2015-10-02 0:05:15,2015-10-03,2015-10-04,1,1,overnight-boarding,1041316,508171,0,21,91331
457939,2015-10-02 0:06:22,2015-10-09,2015-10-11,2,1,overnight-traveling,278636,585175,0,60,80521
313265,2015-10-02 0:06:26,2015-10-24,2015-10-30,6,2,overnight-boarding,814117,287472,0,282,89110
450347,2015-10-02 0:06:54,2015-10-16,2015-10-19,3,1,overnight-traveling,645174,854688,0,69,90745
310663,2015-10-02 0:09:05,2015-10-09,2015-10-12,3,1,overnight-boarding,1036815,393900,0,105,91702
310736,2015-10-02 0:09:43,2015-10-01,2015-10-10,9,1,overnight-boarding,483547,237316,0,315,78247
456955,2015-10-02 0:09:50,2015-10-02,2015-10-04,2,1,overnight-traveling,159933,951594,1,49,37216
306803,2015-10-02 0:10:38,2015-10-02,2015-10-04,2,2,overnight-boarding,755365,790902,0,80,32112
314220,2015-10-02 0:10:43,2015-10-02,2015-10-03,1,2,overnight-boarding,938644,157052,0,45,29209
309362,2015-10-02 0:10:52,2015-10-08,2015-10-11,3,1,overnight-boarding,1039934,903490,1,126,22306
314217,2015-10-02 0:12:15,2015-10-29,2015-11-03,5,1,overnight-boarding,466582,891651,0,150,29707
313079,2015-10-02 0:12:23,2015-10-02,2015-10-04,2,1,overnight-boarding,151329,170234,0,70,98104
312178,2015-10-02 0:13:02,2015-10-02,2015-10-05,3,1,overnight-boarding,835362,721582,0,60,30067
312796,2015-10-02 0:14:05,2015-10-03,2015-10-19,16,1,overnight-boarding,1044719,1030912,1,201.6,33141
313945,2015-10-02 0:14:48,2015-10-03,2015-10-04,1,1,overnight-boarding,705034,671037,0,37,4530
459116,2015-10-02 0:14:49,2015-10-16,2015-10-17,1,2,overnight-traveling,404844,139188,0,20,91709
309170,2015-10-02 0:16:44,2015-10-09,2015-10-11,2,2,overnight-boarding,849719,664455,0,90,7065
312181,2015-10-02 0:17:11,2015-10-03,2015-10-04,1,1,overnight-boarding,1041224,715036,1,40,33606
309461,2015-10-02 0:17:45,2015-10-09,2015-10-12,3,1,overnight-boarding,733367,705237,0,90,21037
312888,2015-10-02 0:18:13,2015-10-02,2015-10-04,2,1,overnight-boarding,1046925,1004066,1,56.7,67203
313543,2015-10-02 0:19:29,2015-10-02,2015-10-04,2,2,overnight-boarding,1048061,449604,1,60,37713
314137,2015-10-02 0:19:49,2015-10-08,2015-10-11,3,1,overnight-boarding,445196,174112,0,90,32829
313878,2015-10-02 0:20:08,2015-10-02,2015-10-04,2,1,overnight-boarding,336359,827171,0,70,95008
313491,2015-10-02 0:20:47,2015-10-02,2015-10-05,3,1,overnight-boarding,185159,638315,0,105,94112
313686,2015-10-02 0:22:06,2015-10-03,2015-10-04,1,1,overnight-boarding,749233,400579,0,40,19403
314130,2015-10-02 0:22:22,2015-10-01,2015-10-02,1,1,overnight-boarding,1048345,851178,0,46.2,20003
314191,2015-10-02 0:23:54,2015-10-22,2015-10-25,3,2,overnight-boarding,673788,654446,0,159,94945
314131,2015-10-02 0:24:15,2015-10-02,2015-10-04,2,1,overnight-boarding,940707,791380,0,74,20602
459102,2015-10-02 0:27:42,2015-10-11,2015-10-12,1,1,overnight-traveling,513108,494526,0,25,32951
309617,2015-10-02 0:29:00,2015-10-01,2015-10-01,1,1,overnight-boarding,1040556,822847,1,26.25,98102
312774,2015-10-02 0:29:56,2015-10-16,2015-11-07,22,1,overnight-boarding,1046703,1022676,1,462,2125
313880,2015-10-02 0:30:35,2015-10-02,2015-10-03,1,1,overnight-boarding,1037525,963355,0,24,77345
314201,2015-10-02 0:30:40,2015-10-01,2015-10-03,2,1,overnight-boarding,986448,903325,0,30,89149
310234,2015-10-02 0:30:57,2015-10-02,2015-10-04,2,1,overnight-boarding,939757,704808,0,56,64029
459109,2015-10-02 0:31:30,2015-10-07,2015-10-07,1,1,overnight-traveling,788714,363498,0,27,80439
459107,2015-10-02 0:32:03,2015-10-03,2015-10-03,1,1,overnight-traveling,788714,363498,0,27,80439
313453,2015-10-02 0:32:32,2015-10-02,2015-10-04,2,1,overnight-boarding,634779,418442,0,60,30084
459055,2015-10-02 0:35:17,2015-10-02,2015-10-02,1,1,overnight-traveling,580312,407463,0,15,45213
312322,2015-10-02 0:35:37,2015-11-07,2015-11-08,1,1,overnight-boarding,879829,214430,0,31,50023
313989,2015-10-02 0:35:57,2015-10-02,2015-10-04,2,1,overnight-boarding,1048891,655661,1,73.5,92104
314104,2015-10-02 0:37:27,2015-10-09,2015-10-11,2,1,overnight-boarding,859604,674859,0,90,2472
313392,2015-10-02 0:37:37,2015-11-22,2015-11-28,6,1,overnight-boarding,892505,18480,0,234,30075
458889,2015-10-02 0:37:43,2015-10-02,2015-10-04,2,2,overnight-traveling,1047096,638906,1,80,37167
278622,2015-10-02 0:37:53,2015-09-11,2015-10-01,20,1,overnight-boarding,975916,660739,1,500,33301
458932,2015-10-02 0:38:06,2015-10-03,2015-10-09,6,1,overnight-traveling,436917,878481,1,30,85044
314211,2015-10-02 0:38:17,2015-10-04,2015-10-05,1,1,overnight-boarding,932275,735270,0,25,77055
459047,2015-10-02 0:39:56,2015-10-19,2015-10-23,4,1,overnight-traveling,951141,39333,0,116,30122
458751,2015-10-02 0:39:56,2015-10-05,2015-10-05,1,1,overnight-traveling,964042,719004,0,10,28027
459112,2015-10-02 0:39:57,2015-10-10,2015-10-11,1,3,overnight-traveling,1014251,732292,0,90,20878
309002,2015-10-02 0:40:29,2015-10-08,2015-10-11,3,1,overnight-boarding,691158,939030,0,90,98226
458753,2015-10-02 0:40:40,2015-10-07,2015-10-07,1,1,overnight-traveling,964042,719004,0,10,28027
313920,2015-10-02 0:41:40,2015-10-08,2015-10-11,3,1,overnight-boarding,656079,1176041,0,66,49097
311362,2015-10-02 0:43:31,2015-10-13,2015-10-19,6,1,overnight-boarding,1044057,537267,1,94.5,24224
298989,2015-10-02 0:43:33,2015-10-22,2015-10-25,3,1,overnight-boarding,1020447,204818,1,126,37830
314225,2015-10-02 0:43:50,2015-10-02,2015-10-04,2,1,overnight-boarding,1012379,940185,0,60,37918
312320,2015-10-02 0:45:24,2015-10-07,2015-10-16,9,1,overnight-boarding,1011635,857301,1,45,63135
255969,2015-10-02 0:46:42,2015-11-20,2015-11-22,2,1,overnight-boarding,921619,198448,1,100,92009
313087,2015-10-02 0:47:28,2015-10-08,2015-10-09,1,1,overnight-boarding,719346,400430,0,30,94804
314233,2015-10-02 0:47:51,2015-10-22,2015-10-25,3,1,overnight-boarding,1049210,1043166,1,75,22802
314126,2015-10-02 0:48:29,2015-10-02,2015-10-04,2,1,overnight-boarding,906979,445596,0,50,33314
459044,2015-10-02 0:48:55,2015-10-06,2015-10-07,1,1,overnight-traveling,866820,586907,0,60,98168
458999,2015-10-02 0:48:55,2015-10-03,2015-10-04,1,2,overnight-traveling,886307,697066,0,40,76209
314243,2015-10-02 0:49:06,2015-10-02,2015-10-04,2,1,overnight-boarding,552752,66750,0,56,84095
314241,2015-10-02 0:49:36,2015-10-14,2015-10-20,6,1,overnight-boarding,383154,964763,0,150,98136
313200,2015-10-02 0:51:06,2015-10-01,2015-10-04,3,1,overnight-boarding,891435,705049,0,105,92867
314200,2015-10-02 0:52:20,2015-10-02,2015-10-02,1,1,overnight-boarding,1049283,618273,1,30,97034
294579,2015-10-02 0:52:31,2015-10-17,2015-10-21,4,1,overnight-boarding,1012022,494526,1,100,32951
313288,2015-10-02 0:52:35,2015-12-29,2016-01-03,5,2,overnight-boarding,982645,787098,0,0,92596
314236,2015-10-02 0:53:03,2015-10-02,2015-10-04,2,1,overnight-boarding,1049338,950824,1,73.5,92630
314244,2015-10-02 0:53:31,2015-10-03,2015-10-03,1,1,overnight-boarding,335323,82395,0,20,89183
314218,2015-10-02 0:53:50,2015-10-20,2015-10-27,7,1,overnight-boarding,997091,867773,0,0,95403
312472,2015-10-02 0:55:49,2015-10-02,2015-10-02,1,1,overnight-boarding,1045960,724678,1,20,27519
313931,2015-10-02 0:55:53,2015-10-02,2015-10-04,2,1,overnight-boarding,994995,909204,0,40,77571
457696,2015-10-02 0:56:51,2015-11-15,2015-11-28,13,1,overnight-traveling,1038731,753818,1,420,21117
305451,2015-10-02 0:56:59,2015-10-08,2015-10-12,4,1,overnight-boarding,1032230,795271,1,140,38103
459077,2015-10-02 1:00:02,2015-12-24,2015-12-28,4,2,overnight-traveling,668242,609986,0,232,80108
458604,2015-10-02 1:01:08,2015-11-25,2015-11-29,4,2,overnight-traveling,1045635,798459,1,210,97702
310006,2015-10-02 1:02:02,2015-10-09,2015-10-12,3,1,overnight-boarding,879427,541854,0,75,19053
313648,2015-10-02 1:02:35,2015-10-09,2015-10-17,8,1,overnight-boarding,778111,1020444,0,216,90013
314051,2015-10-02 1:03:16,2015-10-04,2015-10-05,1,1,overnight-boarding,352611,459368,0,35,80235
314260,2015-10-02 1:03:20,2015-10-17,2015-10-18,1,1,overnight-boarding,368597,449591,0,35,21060
314258,2015-10-02 1:05:45,2015-10-09,2015-10-11,2,1,overnight-boarding,827812,698759,0,64,98126
312819,2015-10-02 1:06:52,2015-10-08,2015-10-12,4,1,overnight-boarding,681783,29308,0,160,94559
459113,2015-10-02 1:06:53,2015-10-10,2015-10-11,1,1,overnight-traveling,1049294,915855,1,26.25,55423
314273,2015-10-02 1:07:19,2015-10-01,2015-10-02,1,1,overnight-boarding,1020966,641283,0,35,22309
312605,2015-10-02 1:08:29,2015-10-03,2015-10-04,1,1,overnight-boarding,252521,724825,0,30,11372
314014,2015-10-02 1:09:40,2015-10-02,2015-10-04,2,1,overnight-boarding,199144,181567,0,62,78741
314102,2015-10-02 1:09:50,2015-10-03,2015-10-05,2,1,overnight-boarding,1048922,801220,1,52.5,32506
314269,2015-10-02 1:09:56,2015-10-02,2015-10-04,2,1,overnight-boarding,957844,929098,0,50,92117
310884,2015-10-02 1:12:43,2015-11-04,2015-11-07,3,2,overnight-boarding,221398,110618,0,150,94401
314227,2015-10-02 1:12:46,2015-10-09,2015-10-11,2,1,overnight-boarding,508249,981089,0,36,23188
312967,2015-10-02 1:13:03,2015-10-02,2015-10-05,3,1,overnight-boarding,1047058,257762,1,101.97,10040
314193,2015-10-02 1:13:24,2015-10-02,2015-10-04,2,1,overnight-boarding,1024933,461170,0,84,90813
307245,2015-10-02 1:13:51,2015-10-02,2015-10-05,3,1,overnight-boarding,1035817,739977,1,0,19805
456783,2015-10-02 1:14:31,2015-10-30,2015-11-01,2,2,overnight-traveling,1031612,999562,1,100,60098
314153,2015-10-02 1:14:35,2015-10-02,2015-10-04,2,1,overnight-boarding,328392,287390,0,78,90048
313532,2015-10-02 1:14:48,2015-10-02,2015-10-06,4,1,overnight-boarding,494992,184080,0,200,8512
314185,2015-10-02 1:14:56,2015-10-02,2015-10-04,2,1,overnight-boarding,1049117,605615,1,52.5,32826
288829,2015-10-02 1:15:13,2015-11-06,2015-11-08,2,1,overnight-boarding,998998,650439,1,0,85712
313987,2015-10-02 1:15:58,2015-10-02,2015-10-02,1,1,overnight-boarding,1027277,810546,1,21,92102
